,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
280,93432,IL,F,613,212,245,294,355,11792,6,11
281,62786,IN,F,431,280,314,310,347,11052,8.235294118,11
282,44634,FL,M,710,254,287,325,391,15970,7.285714286,10
283,146914,CA,F,3673,515,675,589,725,31773,6.5,10
284,70079,MI,F,365,98,310,221,330,9470,15,15
285,24871,SC,F,682,366,464,421,498,14538,9.666666667,16
286,150660,UT,F,901,327,336,411,437,17854,10.20588235,12
287,169700,California,M,1676,371,336,398,372,13231,5.571428571,25
288,63542,IN,F,445,332,398,370,423,13662,14.55555556,26
289,125164,TX,F,588,316,383,344,381,14293,22.6,50
290,65634,MI,F,413,95,171,123,231,9020,10.16666667,12
291,59285,IN,F,522,225,349,326,403,13669,12,10
292,78802,WI,J,667,293,385,334,422,17527,15,15
293,186460,WI,F,303,175,217,219,253,7115,10.375,20
294,114579,OK,M,633,399,442,439,517,17637,13.16666667,10
295,23184,SC,F,391,214,243,242,269,9853,14,10
296,125289,TX,F,707,246,283,291,327,15322,5.25,7
297,10502,MI,M,1179,464,496,462,501,15910,13.46666667,15
298,46844,AL,Male,453,219,264,263,299,9654,7,10
299,162814,CA,M,3365,544,525,655,621,27608,6.2,10
300,89653,IL,M,1315,328,384,398,472,15767,4.818181818,3
301,170818,CA,F,668,187,191,239,240,6845,6,10
302,6147,SC,M,399,221,266,259,302,10150,13.90909091,24
303,14276,CA,F,3200,267,292,325,338,11115,13.2,15
304,120166,TX,F,289,171,226,224,283,9765,9.214285714,12
305,156817,CA,F,1796,266,271,334,337,10720,20,20
306,35476,FL,M,625,259,282,299,309,11072,17.14285714,25
307,155382,CA,F,978,290,324,349,381,13490,15.85,30
308,104049,MO,M,367,159,186,193,222,8893,3.166666667,3
309,112461,AR,M,376,178,195,231,256,8246,9.411764706,10
310,79580,WI,F,937,321,441,433,545,18567,15,21
311,86528,ND,F,675,272,310,301,358,13135,3.083333333,3
312,107658,NE,F,232,197,259,229,280,9480,6.928571429,10
313,69537,MI,F,545,364,382,400,416,11401,8.6,15
314,81284,WI,F,458,228,270,276,318,10731,13.4,25
315,32475,FL,M,814,271,268,312,324,10488,16.4,20
316,104505,KS,F,671,320,340,349,376,12950,10,25
317,13483,WI,F,452,293,316,339,371,10979,6.34,17
318,1042,OR,M,826,314,348,390,426,14958,9.1875,8
319,28337,GA,M,860,324,351,346,375,15491,11.33333333,20
320,67808,MI,F,185,277,283,312,286,10788,8.787878788,10
321,35017,FL,M,576,200,280,244,324,12518,12.90909091,10
322,10973,CA,M,2431,563,579,655,660,24290,10.89473684,12
323,67030,MI,M,388,364,410,413,433,12601,33.33333333,50
324,122279,TX,F,1680,884,878,943,935,27875,5.076923077,5
325,18802,NC,M,1128,409,467,442,481,15936,14.5,20
326,90092,IL,F,916,434,421,458,457,12450,18.46153846,10
327,98821,IL,F,340,185,228,235,275,10719,9,10
328,116186,TX,M,711,322,353,360,378,12630,11.95454546,10
329,18359,NC,female,412,215,259,271,315,9706,6.444444444,10
330,128970,TX,F,893,443,463,508,527,17519,9.25,14
331,172635,CA,M,644,191,222,243,272,9569,11.44444444,16
332,106508,KS,F,440,219,261,260,288,10985,12,20
333,81067,WI,F,363,76,127,115,158,9086,15,15
334,169106,California,F,1745,397,512,485,521,18427,8,5
335,106898,NE,F,672,302,416,348,449,14981,6.631578947,5
336,24747,SC,F,1419,661,697,700,741,23212,9,15
337,144906,California,U,3781,494,609,543,606,22770,20,20
338,40516,FL,F,1938,483,787,629,807,47363,12.33333333,21
339,172530,California,F,1495,323,334,348,351,14923,5.714285714,7
340,72438,MI,M,561,351,353,368,373,13150,8.75,10
341,144076,California,M,5980,1500,1500,1124,1217,94863,38.75,50
342,130609,CO,M,1412,499,601,538,606,24758,12,16
343,43974,FL,M,1869,452,542,553,640,29990,3.818181818,5
344,32709,FL,F,556,229,272,258,280,12960,13.25,15
345,187298,SC,F,1015,478,500,516,533,17763,7,10
346,50905,TN,F,736,331,390,379,432,16926,8.666666667,16
347,55552,MS,M,363,156,193,214,244,7079,8.4,20
348,28550,GA,F,803,423,512,467,508,19029,11.66666667,15
349,158460,California,F,1818,258,316,299,350,10324,13.7,15
350,56449,KY,F,640,381,414,403,450,15499,6.928571429,5
351,133315,WA,F,698,355,377,393,416,13184,8.5,10
352,164251,California,F,1449,378,439,395,470,16190,15,5
353,149626,NV,F,1557,290,311,342,361,13837,10.5,10
354,123805,TX,F,518,223,256,273,302,10041,4.583333333,7
355,156077,California,F,1180,232,248,277,307,7582,9.666666667,15
356,183858,WA,male,511,268,309,317,354,12388,16,25
357,164217,California,M,2869,630,668,686,745,24945,14.16666667,25
358,169973,California,F,1514,325,451,439,517,18572,11.4,15
359,15066,NC,female,444,260,296,288,341,11387,8.958333333,10
360,64467,IN,F,444,270,318,310,364,13896,12.69230769,12
361,133814,ID,M,654,250,306,312,366,13433,18.71428571,25
362,31852,FL,F,985,480,495,487,506,15195,15.2,26
363,82610,MN,J,280,249,282,277,304,10337,3.6,5
364,34319,FL,M,714,390,465,437,507,18391,50,25
365,152527,California,F,1854,289,377,339,402,11567,23,23
366,178290,WA,male,0,0,0,0,0,0,5.375,6
367,153818,California,F,2780,574,587,653,677,29871,9.828571429,10
368,152641,California,F,1538,319,305,349,351,11046,30,50
369,161691,California,F,1528,327,358,370,391,13190,19.16666667,25
370,8404,TX,U,605,272,313,335,364,10897,37.2,10
371,88119,IL,F,1165,391,518,454,533,22667,7,10
372,122167,TX,F,439,255,262,303,294,9346,12.4,10
373,106639,NE,F,681,387,422,428,477,13753,15,15
374,153450,California,F,1865,256,295,317,362,16069,24.5,47
375,120107,TX,M,225,157,204,217,263,8947,18.08333333,26
376,72617,MI,M,258,216,244,245,274,8231,5.454545455,9
377,155541,California,M,2236,546,563,612,620,19923,9.785714286,10
378,77107,WI,male,1438,619,691,744,801,30386,11.7,14
379,186016,TN,M,403,209,223,213,244,9078,8.619047619,10
380,152053,California,F,3071,626,694,704,746,24844,12.53333333,25
381,12880,FL,M,1442,369,394,445,488,26462,7.846153846,10
382,16099,NC,female,660,282,291,327,335,10743,5.5,12
383,166337,California,M,5813,1221,1302,1077,1191,60492,15,15
384,142495,California,F,2250,340,375,379,444,19170,11.4,21
385,66891,MI,U,1115,512,582,517,619,20171,3.857142857,5
386,118673,TX,F,761,321,347,351,354,12145,10.81818182,10
387,168389,California,F,2930,372,454,456,491,24747,15,20
388,14982,California,F,3370,342,346,356,401,15765,16.06666667,15
389,185925,MN,M,966,418,463,479,569,22845,7.363636364,10
390,144393,California,F,2024,352,400,392,427,11885,8.631578947,15
391,4907,MT,female,553,238,381,270,323,12885,13.65909091,22
392,99298,MO,M,703,314,357,350,376,12799,16.5,32
393,187532,FL,M,1286,500,502,542,551,19082,15,15
394,119496,TX,F,758,390,397,448,461,14397,7.857142857,5
395,169919,California,F,657,169,216,220,254,9583,8.666666667,20
396,106963,NE,M,581,315,368,378,411,16473,10.85714286,15
397,145838,California,U,2019,406,423,478,512,12623,20,8
398,150624,California,M,1247,321,358,357,385,10994,7.376458333,8
399,182144,FL,F,559,229,277,244,278,8359,7.136363636,7
400,135449,AZ,M,687,369,375,390,403,9781,7.181818182,10
401,49743,AL,Male,582,217,363,275,375,12588,16,22
402,65500,MI,M,690,419,451,468,490,15715,12.33333333,15
403,172420,California,F,988,169,246,247,344,9190,6.25,6
404,7494,California,F,1500,282,353,332,382,13859,5.24,6
405,149498,California,J,5742,1289,1369,1085,1119,64190,21.66666667,20
406,169780,California,F,1650,219,225,304,319,12994,12.5,10
407,70944,MI,F,357,205,268,260,303,9192,20,20
408,117230,TX,M,406,186,226,183,203,8797,5.7,11
409,50427,TN,F,871,464,501,503,539,18279,9.1,15
410,43998,FL,M,768,256,310,323,385,13696,16.75,22
411,71255,MI,M,458,231,241,308,323,12539,12.16666667,13
412,63308,IN,M,485,344,382,402,422,17697,8,10
413,82196,MN,F,405,212,267,261,309,9715,5.923076923,5
414,114820,MO,F,459,240,253,272,299,9637,6.294117647,10
415,176781,OR,M,811,324,394,395,463,16399,8.75,10
416,20438,NC,M,509,248,254,288,282,9114,7.142857143,10
417,91879,IL,F,1030,375,553,473,585,17204,12,20
418,92443,IL,F,881,392,393,414,437,14377,6.153846154,10
419,168189,California,M,2794,637,630,671,678,23035,8,15
420,148998,California,F,3233,684,753,714,781,26104,16.81818182,25
421,186292,California,M,931,155,192,180,222,7968,5.571428571,10
422,75180,IA,F,529,317,340,319,326,12494,10.5,15
423,88596,IL,F,1897,406,519,476,664,26951,10,14
424,155266,California,F,641,123,168,236,279,8046,9.462962963,11
425,13622,FL,M,715,247,283,317,342,15360,14.86666667,10
426,189853,MS,female,440,205,238,249,280,8314,7.166666667,8
427,175708,OR,M,532,436,436,486,428,12734,25,30
428,182243,WA,F,876,335,409,426,481,15179,8.3,10
429,171566,California,M,1175,272,318,376,396,12987,10.25,15
430,156266,California,F,3921,413,410,575,583,21648,13.57142857,20
431,41604,FL,F,919,413,538,446,532,17653,8.307692308,10
432,187678,NY,F,625,266,276,316,330,10031,5.222222222,5
433,42165,FL,M,734,310,348,365,399,12868,16.5,10
434,24507,SC,M,468,228,300,278,326,10910,21.5,25
435,44657,FL,M,583,302,317,343,362,13351,4,5
436,10554,IL,M,314,206,224,236,280,10245,13.33333333,20
437,33192,FL,F,671,341,354,363,385,12982,6.25,10
438,76470,IA,M,550,288,344,303,349,13538,9.642857143,10
439,67075,MI,F,609,410,551,490,540,23275,13.23076923,18
440,169827,California,F,1650,397,404,477,479,15002,15,21
441,38734,FL,F,1979,350,640,526,738,42356,16,26
442,65245,MI,F,473,302,364,319,409,13445,10.83333333,10
443,186396,AL,Male,679,277,295,317,347,13133,13.14285714,20
444,54160,TN,F,475,226,260,241,261,8709,15,10
445,178826,CO,F,872,418,424,458,482,15287,10.83333333,20
446,7507,IL,M,1075,366,449,373,455,14394,10.10526316,10
447,4150,MO,F,580,310,322,347,374,12273,10.75,14
448,120041,TX,F,442,252,341,325,390,12929,6.285714286,8
449,51486,TN,M,325,119,133,188,210,8856,6.363636364,6
450,173348,California,M,1276,423,524,497,521,17032,5.5,8
451,74669,MI,F,438,267,302,287,314,10329,12.25,20
452,64430,IN,F,386,258,301,313,358,12513,11.66666667,13
453,156485,California,F,2433,403,459,449,502,18284,6.266666667,10
454,39935,FL,M,1464,305,413,377,472,22648,4,4
455,50187,TN,U,1052,482,499,516,541,20492,20,20
456,26254,GA,F,998,488,550,581,602,29540,6.25,10
457,30433,GA,F,821,390,475,425,526,19734,17.1875,15
458,189373,California,F,2300,311,345,350,375,16133,5.533333333,15
459,91756,IL,M,1852,550,561,602,614,17690,7.368421053,7
460,182279,WA,F,663,205,220,234,277,10959,13.24,20
461,122465,TX,F,2056,906,924,931,957,29903,7.2,8
462,24666,SC,M,916,416,435,444,468,14496,10.9,15
463,19664,NC,M,2282,908,945,938,980,42236,18,10
464,162228,California,F,2883,501,532,588,649,34012,13.33333333,25
465,76578,IA,M,637,379,425,355,407,12275,8.615384615,9
